sequence_id,sample_id,reenactment_id,sequence_timestamp,set_id,participant_id,level_id,emoji_id,camera_index,perspective,image_sequence_path,timestep,frame_timestamp,frame_path,true_class_id,true_class,predicted_class_id,predicted_class,true_class_probability,predicted_class_probability,correct_at_timestep,correct_final_prediction,probability_anger,probability_disgust,probability_fear,probability_happiness,probability_neutral,probability_sadness,probability_surprise
1700756716598-2-18-4-7-0-0,1700756716598-2-18-4-7-0-0-01,1700756716598-2-18-4-7-0,1700756716598,2,18,4,7,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756716598-2-18-4-7-0-0,1,1700756715797,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756716598-2-18-4-7-0-0/1700756715797-2-18-4-7-0-0.jpg,0,Anger,4,Neutral,0.15934713,0.4427264,False,True,0.15934713,0.10731856,0.06970074,0.08153169,0.4427264,0.096252166,0.043123327
1700756716598-2-18-4-7-0-1,1700756716598-2-18-4-7-0-1-01,1700756716598-2-18-4-7-0,1700756716598,2,18,4,7,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756716598-2-18-4-7-0-1,1,1700756715797,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756716598-2-18-4-7-0-1/1700756715797-2-18-4-7-0-1.jpg,0,Anger,4,Neutral,0.11873421,0.5434407,False,True,0.11873421,0.08764679,0.05635517,0.060170364,0.5434407,0.08761186,0.0460409
1700756719177-2-18-4-8-5-0,1700756719177-2-18-4-8-5-0-01,1700756719177-2-18-4-8-5,1700756719177,2,18,4,8,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700756719177-2-18-4-8-5-0,1,1700756718202,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700756719177-2-18-4-8-5-0/1700756718202-2-18-4-8-5-0.jpg,5,Sadness,0,Anger,0.04367198,0.8678158,False,True,0.8678158,0.053278264,0.008796784,0.012758048,0.007845912,0.04367198,0.0058332947
1700756719177-2-18-4-8-5-1,1700756719177-2-18-4-8-5-1-01,1700756719177-2-18-4-8-5,1700756719177,2,18,4,8,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700756719177-2-18-4-8-5-1,1,1700756718202,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700756719177-2-18-4-8-5-1/1700756718202-2-18-4-8-5-1.jpg,5,Sadness,0,Anger,0.24353011,0.6442265,False,True,0.6442265,0.060725726,0.011823337,0.013138798,0.015866844,0.24353011,0.010688728
1700756720027-2-18-4-9-2-0,1700756720027-2-18-4-9-2-0-01,1700756720027-2-18-4-9-2,1700756720027,2,18,4,9,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700756720027-2-18-4-9-2-0,1,1700756719320,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700756720027-2-18-4-9-2-0/1700756719320-2-18-4-9-2-0.jpg,2,Fear,0,Anger,0.011747262,0.7549106,False,True,0.7549106,0.06111246,0.011747262,0.013260565,0.013895021,0.13594231,0.009131863
1700756720027-2-18-4-9-2-1,1700756720027-2-18-4-9-2-1-01,1700756720027-2-18-4-9-2,1700756720027,2,18,4,9,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700756720027-2-18-4-9-2-1,1,1700756719320,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700756720027-2-18-4-9-2-1/1700756719320-2-18-4-9-2-1.jpg,2,Fear,5,Sadness,0.016571421,0.60923594,False,False,0.21647912,0.08946754,0.016571421,0.018441696,0.026604926,0.60923594,0.023199359
1700756722474-2-18-4-10-0-0,1700756722474-2-18-4-10-0-0-01,1700756722474-2-18-4-10-0,1700756722474,2,18,4,10,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756722474-2-18-4-10-0-0,1,1700756721503,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756722474-2-18-4-10-0-0/1700756721503-2-18-4-10-0-0.jpg,0,Anger,0,Anger,0.47101852,0.47101852,True,True,0.47101852,0.24575202,0.038967352,0.038124874,0.032400552,0.1278157,0.045921057
1700756722474-2-18-4-10-0-1,1700756722474-2-18-4-10-0-1-01,1700756722474-2-18-4-10-0,1700756722474,2,18,4,10,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756722474-2-18-4-10-0-1,1,1700756721503,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756722474-2-18-4-10-0-1/1700756721503-2-18-4-10-0-1.jpg,0,Anger,0,Anger,0.42470804,0.42470804,True,True,0.42470804,0.28892514,0.047096845,0.04021094,0.031268712,0.11491338,0.052877005
1700756725541-2-18-4-12-1-0,1700756725541-2-18-4-12-1-0-01,1700756725541-2-18-4-12-1,1700756725541,2,18,4,12,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700756725541-2-18-4-12-1-0,1,1700756724597,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700756725541-2-18-4-12-1-0/1700756724597-2-18-4-12-1-0.jpg,1,Disgust,1,Disgust,0.23995596,0.23995596,True,True,0.22665659,0.23995596,0.09908679,0.08380746,0.18462773,0.10119916,0.0646663
1700756725541-2-18-4-12-1-1,1700756725541-2-18-4-12-1-1-01,1700756725541-2-18-4-12-1,1700756725541,2,18,4,12,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700756725541-2-18-4-12-1-1,1,1700756724597,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700756725541-2-18-4-12-1-1/1700756724597-2-18-4-12-1-1.jpg,1,Disgust,4,Neutral,0.091817565,0.49011922,False,True,0.14051911,0.091817565,0.05930137,0.066390716,0.49011922,0.10350555,0.04834644
1700756727000-2-18-4-13-3-0,1700756727000-2-18-4-13-3-0-01,1700756727000-2-18-4-13-3,1700756727000,2,18,4,13,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700756727000-2-18-4-13-3-0,1,1700756726364,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700756727000-2-18-4-13-3-0/1700756726364-2-18-4-13-3-0.jpg,3,Happiness,1,Disgust,0.16293514,0.24712323,False,True,0.2017148,0.24712323,0.094050765,0.16293514,0.14059095,0.08310221,0.07048287
1700756727000-2-18-4-13-3-1,1700756727000-2-18-4-13-3-1-01,1700756727000-2-18-4-13-3,1700756727000,2,18,4,13,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700756727000-2-18-4-13-3-1,1,1700756726364,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700756727000-2-18-4-13-3-1/1700756726364-2-18-4-13-3-1.jpg,3,Happiness,1,Disgust,0.17019124,0.48441032,False,True,0.12844905,0.48441032,0.09323875,0.17019124,0.036221977,0.043195035,0.04429366
1700756728630-2-18-4-14-0-0,1700756728630-2-18-4-14-0-0-01,1700756728630-2-18-4-14-0,1700756728630,2,18,4,14,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756728630-2-18-4-14-0-0,1,1700756728119,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756728630-2-18-4-14-0-0/1700756728119-2-18-4-14-0-0.jpg,0,Anger,0,Anger,0.62306166,0.62306166,True,True,0.62306166,0.14729765,0.023321973,0.024478441,0.022615457,0.136363,0.022861851
1700756728630-2-18-4-14-0-1,1700756728630-2-18-4-14-0-1-01,1700756728630-2-18-4-14-0,1700756728630,2,18,4,14,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756728630-2-18-4-14-0-1,1,1700756728119,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756728630-2-18-4-14-0-1/1700756728119-2-18-4-14-0-1.jpg,0,Anger,1,Disgust,0.21889761,0.4826593,False,True,0.21889761,0.4826593,0.04246029,0.03164379,0.021117039,0.15934435,0.043877654
1700756730921-2-18-4-15-1-0,1700756730921-2-18-4-15-1-0-01,1700756730921-2-18-4-15-1,1700756730921,2,18,4,15,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700756730921-2-18-4-15-1-0,1,1700756729897,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700756730921-2-18-4-15-1-0/1700756729897-2-18-4-15-1-0.jpg,1,Disgust,4,Neutral,0.12189085,0.3499323,False,False,0.17891313,0.12189085,0.08424817,0.09448849,0.3499323,0.10875541,0.06177158
1700756730921-2-18-4-15-1-1,1700756730921-2-18-4-15-1-1-01,1700756730921-2-18-4-15-1,1700756730921,2,18,4,15,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700756730921-2-18-4-15-1-1,1,1700756729897,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700756730921-2-18-4-15-1-1/1700756729897-2-18-4-15-1-1.jpg,1,Disgust,4,Neutral,0.070424266,0.47018498,False,False,0.17843385,0.070424266,0.041627944,0.05358312,0.47018498,0.14429797,0.04144786
1700756736108-2-18-4-18-4-0,1700756736108-2-18-4-18-4-0-01,1700756736108-2-18-4-18-4,1700756736108,2,18,4,18,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700756736108-2-18-4-18-4-0,1,1700756735134,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700756736108-2-18-4-18-4-0/1700756735134-2-18-4-18-4-0.jpg,4,Neutral,4,Neutral,0.5182631,0.5182631,True,True,0.12639742,0.09499824,0.05971939,0.06430952,0.5182631,0.08279081,0.053521574
1700756736108-2-18-4-18-4-1,1700756736108-2-18-4-18-4-1-01,1700756736108-2-18-4-18-4,1700756736108,2,18,4,18,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700756736108-2-18-4-18-4-1,1,1700756735134,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700756736108-2-18-4-18-4-1/1700756735134-2-18-4-18-4-1.jpg,4,Neutral,4,Neutral,0.5615734,0.5615734,True,True,0.11393311,0.0805555,0.052423947,0.061439805,0.5615734,0.08767106,0.042403188
1700756739446-2-18-4-20-5-0,1700756739446-2-18-4-20-5-0-01,1700756739446-2-18-4-20-5,1700756739446,2,18,4,20,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700756739446-2-18-4-20-5-0,1,1700756738642,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700756739446-2-18-4-20-5-0/1700756738642-2-18-4-20-5-0.jpg,5,Sadness,4,Neutral,0.09505058,0.5378152,False,False,0.119012326,0.0782421,0.05768154,0.06769454,0.5378152,0.09505058,0.04450373
1700756739446-2-18-4-20-5-1,1700756739446-2-18-4-20-5-1-01,1700756739446-2-18-4-20-5,1700756739446,2,18,4,20,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700756739446-2-18-4-20-5-1,1,1700756738642,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700756739446-2-18-4-20-5-1/1700756738642-2-18-4-20-5-1.jpg,5,Sadness,4,Neutral,0.08830942,0.57684314,False,False,0.11234689,0.080366805,0.048929635,0.05263175,0.57684314,0.08830942,0.04057234
1700756740978-2-18-4-21-6-0,1700756740978-2-18-4-21-6-0-01,1700756740978-2-18-4-21-6,1700756740978,2,18,4,21,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700756740978-2-18-4-21-6-0,1,1700756740398,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700756740978-2-18-4-21-6-0/1700756740398-2-18-4-21-6-0.jpg,6,Surprise,4,Neutral,0.046538465,0.54766285,False,True,0.11898903,0.0859202,0.056008928,0.05713928,0.54766285,0.08774124,0.046538465
1700756740978-2-18-4-21-6-1,1700756740978-2-18-4-21-6-1-01,1700756740978-2-18-4-21-6,1700756740978,2,18,4,21,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700756740978-2-18-4-21-6-1,1,1700756740398,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700756740978-2-18-4-21-6-1/1700756740398-2-18-4-21-6-1.jpg,6,Surprise,6,Surprise,0.9388626,0.9388626,True,True,0.0020900085,0.0040774494,0.042939365,0.0022840821,0.0052723163,0.0044740955,0.9388626
1700756743678-2-18-4-22-0-0,1700756743678-2-18-4-22-0-0-01,1700756743678-2-18-4-22-0,1700756743678,2,18,4,22,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756743678-2-18-4-22-0-0,1,1700756742702,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756743678-2-18-4-22-0-0/1700756742702-2-18-4-22-0-0.jpg,0,Anger,0,Anger,0.72360474,0.72360474,True,True,0.72360474,0.08771859,0.01565753,0.020536084,0.020850604,0.11617125,0.015461232
1700756743678-2-18-4-22-0-1,1700756743678-2-18-4-22-0-1-01,1700756743678-2-18-4-22-0,1700756743678,2,18,4,22,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756743678-2-18-4-22-0-1,1,1700756742702,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700756743678-2-18-4-22-0-1/1700756742702-2-18-4-22-0-1.jpg,0,Anger,1,Disgust,0.17403917,0.40288714,False,True,0.17403917,0.40288714,0.043563023,0.030400453,0.03263037,0.25555855,0.06092124
1700756746478-2-18-4-24-3-0,1700756746478-2-18-4-24-3-0-01,1700756746478-2-18-4-24-3,1700756746478,2,18,4,24,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700756746478-2-18-4-24-3-0,1,1700756745674,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700756746478-2-18-4-24-3-0/1700756745674-2-18-4-24-3-0.jpg,3,Happiness,4,Neutral,0.06895414,0.5284799,False,True,0.121623665,0.08057136,0.060818586,0.06895414,0.5284799,0.096633166,0.04291911
1700756746478-2-18-4-24-3-1,1700756746478-2-18-4-24-3-1-01,1700756746478-2-18-4-24-3,1700756746478,2,18,4,24,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700756746478-2-18-4-24-3-1,1,1700756745674,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700756746478-2-18-4-24-3-1/1700756745674-2-18-4-24-3-1.jpg,3,Happiness,4,Neutral,0.06969496,0.55750614,False,True,0.11132174,0.07863116,0.05753839,0.06969496,0.55750614,0.081472464,0.043835163
1700756752506-2-18-4-27-6-0,1700756752506-2-18-4-27-6-0-01,1700756752506-2-18-4-27-6,1700756752506,2,18,4,27,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700756752506-2-18-4-27-6-0,1,1700756751545,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700756752506-2-18-4-27-6-0/1700756751545-2-18-4-27-6-0.jpg,6,Surprise,4,Neutral,0.043647908,0.52189255,False,True,0.122652456,0.087307096,0.0632315,0.07701645,0.52189255,0.08425207,0.043647908
1700756752506-2-18-4-27-6-1,1700756752506-2-18-4-27-6-1-01,1700756752506-2-18-4-27-6,1700756752506,2,18,4,27,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700756752506-2-18-4-27-6-1,1,1700756751545,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700756752506-2-18-4-27-6-1/1700756751545-2-18-4-27-6-1.jpg,6,Surprise,0,Anger,0.050242845,0.35413638,False,True,0.35413638,0.14113024,0.06375291,0.10694983,0.19748223,0.08630562,0.050242845
1701085397170-2-23-1-1-5-0,1701085397170-2-23-1-1-5-0-01,1701085397170-2-23-1-1-5,1701085397170,2,23,1,1,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1701085397170-2-23-1-1-5-0,1,1701085396213,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1701085397170-2-23-1-1-5-0/1701085396213-2-23-1-1-5-0.jpg,5,Sadness,5,Sadness,0.8209596,0.8209596,True,True,0.07026179,0.050752047,0.009914219,0.009477416,0.02491314,0.8209596,0.013721665
1701085397170-2-23-1-1-5-1,1701085397170-2-23-1-1-5-1-01,1701085397170-2-23-1-1-5,1701085397170,2,23,1,1,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1701085397170-2-23-1-1-5-1,1,1701085396213,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1701085397170-2-23-1-1-5-1/1701085396213-2-23-1-1-5-1.jpg,5,Sadness,5,Sadness,0.80567765,0.80567765,True,True,0.083100095,0.04716163,0.010547395,0.011333479,0.029020768,0.80567765,0.013159014
1701085399209-2-23-1-2-3-0,1701085399209-2-23-1-2-3-0-01,1701085399209-2-23-1-2-3,1701085399209,2,23,1,2,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1701085399209-2-23-1-2-3-0,1,1701085398312,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1701085399209-2-23-1-2-3-0/1701085398312-2-23-1-2-3-0.jpg,3,Happiness,3,Happiness,0.77762294,0.77762294,True,True,0.06348275,0.026380612,0.03814137,0.77762294,0.056309793,0.018192979,0.019869572
1701085399209-2-23-1-2-3-1,1701085399209-2-23-1-2-3-1-01,1701085399209-2-23-1-2-3,1701085399209,2,23,1,2,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1701085399209-2-23-1-2-3-1,1,1701085398312,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1701085399209-2-23-1-2-3-1/1701085398312-2-23-1-2-3-1.jpg,3,Happiness,3,Happiness,0.64257896,0.64257896,True,True,0.07107811,0.036710992,0.06606462,0.64257896,0.13088866,0.022119233,0.030559458
1701085406198-2-23-1-5-5-0,1701085406198-2-23-1-5-5-0-01,1701085406198-2-23-1-5-5,1701085406198,2,23,1,5,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1701085406198-2-23-1-5-5-0,1,1701085405228,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1701085406198-2-23-1-5-5-0/1701085405228-2-23-1-5-5-0.jpg,5,Sadness,0,Anger,0.16728264,0.5322555,False,True,0.5322555,0.093888156,0.039901696,0.06296737,0.06801811,0.16728264,0.035686567
1701085406198-2-23-1-5-5-1,1701085406198-2-23-1-5-5-1-01,1701085406198-2-23-1-5-5,1701085406198,2,23,1,5,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1701085406198-2-23-1-5-5-1,1,1701085405228,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1701085406198-2-23-1-5-5-1/1701085405228-2-23-1-5-5-1.jpg,5,Sadness,4,Neutral,0.1517272,0.50668705,False,True,0.13322285,0.07796894,0.0481896,0.04980564,0.50668705,0.1517272,0.032398663
1701085409026-2-23-1-6-3-0,1701085409026-2-23-1-6-3-0-01,1701085409026-2-23-1-6-3,1701085409026,2,23,1,6,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1701085409026-2-23-1-6-3-0,1,1701085408049,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1701085409026-2-23-1-6-3-0/1701085408049-2-23-1-6-3-0.jpg,3,Happiness,0,Anger,0.23780069,0.48652732,False,True,0.48652732,0.054428503,0.042204075,0.23780069,0.07008833,0.07335313,0.035597924
1701085409026-2-23-1-6-3-1,1701085409026-2-23-1-6-3-1-01,1701085409026-2-23-1-6-3,1701085409026,2,23,1,6,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1701085409026-2-23-1-6-3-1,1,1701085408049,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1701085409026-2-23-1-6-3-1/1701085408049-2-23-1-6-3-1.jpg,3,Happiness,3,Happiness,0.91871035,0.91871035,True,True,0.014181124,0.011353433,0.017532464,0.91871035,0.024408037,0.007449374,0.006365274
1701085411341-2-23-1-7-5-0,1701085411341-2-23-1-7-5-0-01,1701085411341-2-23-1-7-5,1701085411341,2,23,1,7,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1701085411341-2-23-1-7-5-0,1,1701085410347,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1701085411341-2-23-1-7-5-0/1701085410347-2-23-1-7-5-0.jpg,5,Sadness,4,Neutral,0.12749039,0.28331876,False,False,0.27319214,0.08979278,0.064932235,0.11465182,0.28331876,0.12749039,0.046621863
1701085411341-2-23-1-7-5-1,1701085411341-2-23-1-7-5-1-01,1701085411341-2-23-1-7-5,1701085411341,2,23,1,7,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1701085411341-2-23-1-7-5-1,1,1701085410347,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1701085411341-2-23-1-7-5-1/1701085410347-2-23-1-7-5-1.jpg,5,Sadness,3,Happiness,0.029644586,0.6733119,False,True,0.071964234,0.03054103,0.049504295,0.6733119,0.11621921,0.029644586,0.028814832
1701085482708-2-23-2-0-4-0,1701085482708-2-23-2-0-4-0-01,1701085482708-2-23-2-0-4,1701085482708,2,23,2,0,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1701085482708-2-23-2-0-4-0,1,1701085482025,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1701085482708-2-23-2-0-4-0/1701085482025-2-23-2-0-4-0.jpg,4,Neutral,4,Neutral,0.31254196,0.31254196,True,True,0.26453084,0.080675416,0.053851396,0.08415929,0.31254196,0.16316107,0.04108
1701085482708-2-23-2-0-4-1,1701085482708-2-23-2-0-4-1-01,1701085482708-2-23-2-0-4,1701085482708,2,23,2,0,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1701085482708-2-23-2-0-4-1,1,1701085482025,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1701085482708-2-23-2-0-4-1/1701085482025-2-23-2-0-4-1.jpg,4,Neutral,4,Neutral,0.49202043,0.49202043,True,True,0.13277628,0.09863501,0.062453877,0.0688864,0.49202043,0.094474316,0.050753716
1701085488586-2-23-2-2-6-0,1701085488586-2-23-2-2-6-0-01,1701085488586-2-23-2-2-6,1701085488586,2,23,2,2,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1701085488586-2-23-2-2-6-0,1,1701085487678,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1701085488586-2-23-2-2-6-0/1701085487678-2-23-2-2-6-0.jpg,6,Surprise,0,Anger,0.046125907,0.48097035,False,True,0.48097035,0.10357128,0.053290375,0.09032021,0.10876598,0.116955765,0.046125907
1701085488586-2-23-2-2-6-1,1701085488586-2-23-2-2-6-1-01,1701085488586-2-23-2-2-6,1701085488586,2,23,2,2,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1701085488586-2-23-2-2-6-1,1,1701085487678,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1701085488586-2-23-2-2-6-1/1701085487678-2-23-2-2-6-1.jpg,6,Surprise,4,Neutral,0.050160486,0.5140283,False,True,0.12621869,0.09371346,0.0613813,0.063736476,0.5140283,0.09076129,0.050160486
1701085490489-2-23-2-3-2-0,1701085490489-2-23-2-3-2-0-01,1701085490489-2-23-2-3-2,1701085490489,2,23,2,3,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1701085490489-2-23-2-3-2-0,1,1701085489550,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1701085490489-2-23-2-3-2-0/1701085489550-2-23-2-3-2-0.jpg,2,Fear,4,Neutral,0.05692663,0.4992148,False,False,0.14175104,0.08101026,0.05692663,0.06288979,0.4992148,0.12121696,0.036990467
1701085490489-2-23-2-3-2-1,1701085490489-2-23-2-3-2-1-01,1701085490489-2-23-2-3-2,1701085490489,2,23,2,3,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1701085490489-2-23-2-3-2-1,1,1701085489550,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1701085490489-2-23-2-3-2-1/1701085489550-2-23-2-3-2-1.jpg,2,Fear,4,Neutral,0.060070116,0.5050336,False,True,0.1313612,0.09600268,0.060070116,0.06381897,0.5050336,0.09489938,0.04881404
1701085495679-2-23-2-5-1-0,1701085495679-2-23-2-5-1-0-01,1701085495679-2-23-2-5-1,1701085495679,2,23,2,5,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1701085495679-2-23-2-5-1-0,1,1701085494712,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1701085495679-2-23-2-5-1-0/1701085494712-2-23-2-5-1-0.jpg,1,Disgust,3,Happiness,0.021900468,0.8911276,False,False,0.018688848,0.021900468,0.021370893,0.8911276,0.028244356,0.010851482,0.007816425
1701085495679-2-23-2-5-1-1,1701085495679-2-23-2-5-1-1-01,1701085495679-2-23-2-5-1,1701085495679,2,23,2,5,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1701085495679-2-23-2-5-1-1,1,1701085494712,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1701085495679-2-23-2-5-1-1/1701085494712-2-23-2-5-1-1.jpg,1,Disgust,3,Happiness,0.014778237,0.92381644,False,False,0.012883982,0.014778237,0.01528429,0.92381644,0.020761276,0.007491677,0.004984058
1701085500311-2-23-2-7-4-0,1701085500311-2-23-2-7-4-0-01,1701085500311-2-23-2-7-4,1701085500311,2,23,2,7,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1701085500311-2-23-2-7-4-0,1,1701085499632,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1701085500311-2-23-2-7-4-0/1701085499632-2-23-2-7-4-0.jpg,4,Neutral,3,Happiness,0.033318497,0.87585694,False,False,0.020085093,0.022133538,0.027601158,0.87585694,0.033318497,0.010435654,0.010569164
1701085500311-2-23-2-7-4-1,1701085500311-2-23-2-7-4-1-01,1701085500311-2-23-2-7-4,1701085500311,2,23,2,7,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1701085500311-2-23-2-7-4-1,1,1701085499632,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1701085500311-2-23-2-7-4-1/1701085499632-2-23-2-7-4-1.jpg,4,Neutral,3,Happiness,0.028595079,0.895882,False,True,0.016497044,0.018375061,0.022825368,0.895882,0.028595079,0.009427937,0.008397432
1701085503372-2-23-2-8-6-0,1701085503372-2-23-2-8-6-0-01,1701085503372-2-23-2-8-6,1701085503372,2,23,2,8,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1701085503372-2-23-2-8-6-0,1,1701085502411,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1701085503372-2-23-2-8-6-0/1701085502411-2-23-2-8-6-0.jpg,6,Surprise,4,Neutral,0.04719261,0.38672096,False,True,0.1921891,0.081524186,0.06698018,0.09874917,0.38672096,0.12664379,0.04719261
1701085503372-2-23-2-8-6-1,1701085503372-2-23-2-8-6-1-01,1701085503372-2-23-2-8-6,1701085503372,2,23,2,8,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1701085503372-2-23-2-8-6-1,1,1701085502411,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1701085503372-2-23-2-8-6-1/1701085502411-2-23-2-8-6-1.jpg,6,Surprise,4,Neutral,0.053910818,0.44927973,False,True,0.13254197,0.07877621,0.06997788,0.1355702,0.44927973,0.0799432,0.053910818
