reenactment_id,split,sequence_timestamp,participant_id,level_id,emoji_id,true_label_id,true_label,image,target_emotion,model_probability,label_1,label_2,label_3,success_labeler_1,success_labeler_2,success_labeler_3,agreement,include_in_dataset
1701178089071-0-30-4-17-5,train,1701178089071,30,4,17,5,Sadness,1701178089071.png,Sadness,0.5546,Sadness,Sadness,Anger,1,1,0,2,1
1701178091048-0-30-4-18-4,train,1701178091048,30,4,18,4,Neutral,1701178091048.png,Neutral,0.515,Neutral,Sadness,Neutral,1,0,1,2,1
1701178092727-0-30-4-19-6,train,1701178092727,30,4,19,6,Surprise,1701178092727.png,Surprise,0.5155,Surprise,Surprise,Surprise,1,1,1,3,1
1701178094780-0-30-4-20-5,train,1701178094780,30,4,20,5,Sadness,1701178094780.png,Sadness,0.6265,Sadness,Sadness,Sadness,1,1,1,3,1
1701178096235-0-30-4-21-6,train,1701178096235,30,4,21,6,Surprise,1701178096235.png,Surprise,0.6504,Surprise,Fear,Surprise,1,0,1,2,1
1701178100021-0-30-4-23-2,train,1701178100021,30,4,23,2,Fear,1701178100021.png,Fear,0.5519,Fear,Fear,Fear,1,1,1,3,1
1701178101198-0-30-4-24-3,train,1701178101198,30,4,24,3,Happiness,1701178101198.png,Happiness,0.5117,Happiness,Happiness,Happiness,1,1,1,3,1
1701178102747-0-30-4-25-2,train,1701178102747,30,4,25,2,Fear,1701178102747.png,Fear,0.579,Surprise,Fear,Fear,0,1,1,2,1
1701178106880-0-30-4-27-6,train,1701178106880,30,4,27,6,Surprise,1701178106880.png,Surprise,0.6459,Surprise,Surprise,Surprise,1,1,1,3,1
1701187981291-0-31-1-1-5,train,1701187981291,31,1,1,5,Sadness,1701187981291.png,Sadness,0.7764,Sadness,Sadness,Sadness,1,1,1,3,1
1701187983622-0-31-1-2-3,train,1701187983622,31,1,2,3,Happiness,1701187983622.png,Happiness,0.9876,Happiness,Happiness,Happiness,1,1,1,3,1
1701187988220-0-31-1-4-0,train,1701187988220,31,1,4,0,Anger,1701187988220.png,Anger,0.1742,Neutral,Anger,Anger,0,1,1,2,1
1701187991309-0-31-1-5-5,train,1701187991309,31,1,5,5,Sadness,1701187991309.png,Sadness,0.7162,Sadness,Sadness,Sadness,1,1,1,3,1
1701187993857-0-31-1-6-3,train,1701187993857,31,1,6,3,Happiness,1701187993857.png,Happiness,0.9249,Happiness,Happiness,Happiness,1,1,1,3,1
1701187996053-0-31-1-7-5,train,1701187996053,31,1,7,5,Sadness,1701187996053.png,Sadness,0.628,Sadness,Sadness,Sadness,1,1,1,3,1
1701187998863-0-31-1-8-3,train,1701187998863,31,1,8,3,Happiness,1701187998863.png,Happiness,0.9883,Happiness,Happiness,Happiness,1,1,1,3,1
1701188060953-0-31-2-0-4,train,1701188060953,31,2,0,4,Neutral,1701188060953.png,Neutral,0.5592,Neutral,Neutral,Neutral,1,1,1,3,1
1701188066425-0-31-2-2-6,train,1701188066425,31,2,2,6,Surprise,1701188066425.png,Surprise,0.8376,Surprise,Surprise,Surprise,1,1,1,3,1
1701188069803-0-31-2-3-2,train,1701188069803,31,2,3,2,Fear,1701188069803.png,Fear,0.4188,Fear,Fear,Disgust,1,1,0,2,1
1701188079711-0-31-2-7-4,train,1701188079711,31,2,7,4,Neutral,1701188079711.png,Neutral,0.5557,Neutral,Neutral,Neutral,1,1,1,3,1
1701188081703-0-31-2-8-6,train,1701188081703,31,2,8,6,Surprise,1701188081703.png,Surprise,0.8554,Surprise,Surprise,Surprise,1,1,1,3,1
1701188084449-0-31-2-9-6,train,1701188084449,31,2,9,6,Surprise,1701188084449.png,Surprise,0.8214,Surprise,Surprise,Surprise,1,1,1,3,1
1701188086516-0-31-2-10-2,train,1701188086516,31,2,10,2,Fear,1701188086516.png,Fear,0.1708,Fear,Fear,Fear,1,1,1,3,1
1701188089397-0-31-2-11-4,train,1701188089397,31,2,11,4,Neutral,1701188089397.png,Neutral,0.5437,Neutral,Neutral,Neutral,1,1,1,3,1
1701188183381-0-31-3-0-4,train,1701188183381,31,3,0,4,Neutral,1701188183381.png,Neutral,0.5178,Neutral,Neutral,Neutral,1,1,1,3,1
1701188185950-0-31-3-1-1,train,1701188185950,31,3,1,1,Disgust,1701188185950.png,Disgust,0.4131,Disgust,Disgust,Disgust,1,1,1,3,1
1701188189903-0-31-3-3-6,train,1701188189903,31,3,3,6,Surprise,1701188189903.png,Surprise,0.8647,Surprise,Fear,Surprise,1,0,1,2,1
1701188192146-0-31-3-4-3,train,1701188192146,31,3,4,3,Happiness,1701188192146.png,Happiness,0.9907,Happiness,Happiness,Happiness,1,1,1,3,1
1701188193604-0-31-3-5-2,train,1701188193604,31,3,5,2,Fear,1701188193604.png,Fear,0.1377,Fear,Fear,Fear,1,1,1,3,1
1701188195847-0-31-3-6-5,train,1701188195847,31,3,6,5,Sadness,1701188195847.png,Sadness,0.7261,Sadness,Sadness,Sadness,1,1,1,3,1
1701188197238-0-31-3-7-5,train,1701188197238,31,3,7,5,Sadness,1701188197238.png,Sadness,0.6917,Sadness,Sadness,Sadness,1,1,1,3,1
1701188200639-0-31-3-8-0,train,1701188200639,31,3,8,0,Anger,1701188200639.png,Anger,0.175,Anger,Anger,Anger,1,1,1,3,1
1701188201669-0-31-3-9-1,train,1701188201669,31,3,9,1,Disgust,1701188201669.png,Disgust,0.8957,Fear,Disgust,Disgust,0,1,1,2,1
1701188204154-0-31-3-10-0,train,1701188204154,31,3,10,0,Anger,1701188204154.png,Anger,0.1185,Anger,Anger,Anger,1,1,1,3,1
1701188205706-0-31-3-11-3,train,1701188205706,31,3,11,3,Happiness,1701188205706.png,Happiness,0.9518,Happiness,Happiness,Happiness,1,1,1,3,1
1701188207233-0-31-3-12-4,train,1701188207233,31,3,12,4,Neutral,1701188207233.png,Neutral,0.5976,Neutral,Neutral,Neutral,1,1,1,3,1
1701188210135-0-31-3-13-6,train,1701188210135,31,3,13,6,Surprise,1701188210135.png,Surprise,0.7752,Surprise,Fear,Surprise,1,0,1,2,1
1701188211213-0-31-3-14-4,train,1701188211213,31,3,14,4,Neutral,1701188211213.png,Neutral,0.5738,Neutral,Neutral,Neutral,1,1,1,3,1
1701188213268-0-31-3-15-5,train,1701188213268,31,3,15,5,Sadness,1701188213268.png,Sadness,0.6763,Sadness,Sadness,Sadness,1,1,1,3,1
1701188216034-0-31-3-16-2,train,1701188216034,31,3,16,2,Fear,1701188216034.png,Fear,0.4067,Surprise,Fear,Fear,0,1,1,2,1
1701188218206-0-31-3-17-3,train,1701188218206,31,3,17,3,Happiness,1701188218206.png,Happiness,0.9874,Happiness,Happiness,Happiness,1,1,1,3,1
1701188219709-0-31-3-18-1,train,1701188219709,31,3,18,1,Disgust,1701188219709.png,Disgust,0.5809,Disgust,Disgust,Disgust,1,1,1,3,1
1701188221539-0-31-3-19-6,train,1701188221539,31,3,19,6,Surprise,1701188221539.png,Surprise,0.8488,Surprise,Surprise,Surprise,1,1,1,3,1
1701188224270-0-31-3-20-2,train,1701188224270,31,3,20,2,Fear,1701188224270.png,Fear,0.4734,Fear,Fear,Disgust,1,1,0,2,1
1701188354185-0-31-4-1-5,train,1701188354185,31,4,1,5,Sadness,1701188354185.png,Sadness,0.8382,Sadness,Sadness,Sadness,1,1,1,3,1
1701188355699-0-31-4-2-4,train,1701188355699,31,4,2,4,Neutral,1701188355699.png,Neutral,0.5281,Neutral,Neutral,Neutral,1,1,1,3,1
1701188357646-0-31-4-3-6,train,1701188357646,31,4,3,6,Surprise,1701188357646.png,Surprise,0.8414,Surprise,Surprise,Surprise,1,1,1,3,1
1701188359086-0-31-4-4-4,train,1701188359086,31,4,4,4,Neutral,1701188359086.png,Neutral,0.5536,Neutral,Neutral,Neutral,1,1,1,3,1
1701188361143-0-31-4-5-4,train,1701188361143,31,4,5,4,Neutral,1701188361143.png,Neutral,0.5536,Neutral,Neutral,Neutral,1,1,1,3,1
1701188362869-0-31-4-6-3,train,1701188362869,31,4,6,3,Happiness,1701188362869.png,Happiness,0.9875,Happiness,Happiness,Happiness,1,1,1,3,1
1701188366589-0-31-4-8-5,train,1701188366589,31,4,8,5,Sadness,1701188366589.png,Sadness,0.5524,Sadness,Sadness,Sadness,1,1,1,3,1
1701188368228-0-31-4-9-2,train,1701188368228,31,4,9,2,Fear,1701188368228.png,Fear,0.1473,Fear,Fear,Disgust,1,1,0,2,1
1701188372439-0-31-4-11-3,train,1701188372439,31,4,11,3,Happiness,1701188372439.png,Happiness,0.8542,Happiness,Happiness,Happiness,1,1,1,3,1
1701188373564-0-31-4-12-1,train,1701188373564,31,4,12,1,Disgust,1701188373564.png,Disgust,0.9265,Fear,Disgust,Disgust,0,1,1,2,1
1701188375722-0-31-4-13-3,train,1701188375722,31,4,13,3,Happiness,1701188375722.png,Happiness,0.9627,Happiness,Happiness,Happiness,1,1,1,3,1
1701188382915-0-31-4-17-5,train,1701188382915,31,4,17,5,Sadness,1701188382915.png,Sadness,0.5256,Sadness,Sadness,Sadness,1,1,1,3,1
1701188384546-0-31-4-18-4,train,1701188384546,31,4,18,4,Neutral,1701188384546.png,Neutral,0.5194,Neutral,Neutral,Neutral,1,1,1,3,1
1701188385528-0-31-4-19-6,train,1701188385528,31,4,19,6,Surprise,1701188385528.png,Surprise,0.8525,Surprise,Surprise,Surprise,1,1,1,3,1
1701188387231-0-31-4-20-5,train,1701188387231,31,4,20,5,Sadness,1701188387231.png,Sadness,0.649,Sadness,Sadness,Sadness,1,1,1,3,1
1701188389796-0-31-4-21-6,train,1701188389796,31,4,21,6,Surprise,1701188389796.png,Surprise,0.8473,Surprise,Fear,Surprise,1,0,1,2,1
1701188391169-0-31-4-22-0,train,1701188391169,31,4,22,0,Anger,1701188391169.png,Anger,0.1305,Disgust,Anger,Anger,0,1,1,2,1
1701188393051-0-31-4-23-2,train,1701188393051,31,4,23,2,Fear,1701188393051.png,Fear,0.3003,Fear,Fear,Disgust,1,1,0,2,1
1701188394426-0-31-4-24-3,train,1701188394426,31,4,24,3,Happiness,1701188394426.png,Happiness,0.8223,Happiness,Happiness,Happiness,1,1,1,3,1
1701346698325-1-32-1-0-0,validation,1701346698325,32,1,0,0,Anger,1701346698325.png,Anger,0.2642,Anger,Anger,Anger,1,1,1,3,1
1701346700790-1-32-1-1-5,validation,1701346700790,32,1,1,5,Sadness,1701346700790.png,Sadness,0.4653,Sadness,Sadness,Sadness,1,1,1,3,1
1701346703651-1-32-1-2-3,validation,1701346703651,32,1,2,3,Happiness,1701346703651.png,Happiness,0.8575,Happiness,Happiness,Happiness,1,1,1,3,1
1701346706341-1-32-1-3-0,validation,1701346706341,32,1,3,0,Anger,1701346706341.png,Anger,0.3057,Anger,Anger,Anger,1,1,1,3,1
1701346708500-1-32-1-4-0,validation,1701346708500,32,1,4,0,Anger,1701346708500.png,Anger,0.2925,Disgust,Anger,Anger,0,1,1,2,1
1701346713430-1-32-1-6-3,validation,1701346713430,32,1,6,3,Happiness,1701346713430.png,Happiness,0.9324,Fear,Happiness,Happiness,0,1,1,2,1
1701346719137-1-32-1-8-3,validation,1701346719137,32,1,8,3,Happiness,1701346719137.png,Happiness,0.7922,Happiness,Happiness,Happiness,1,1,1,3,1
1701346796350-1-32-2-2-6,validation,1701346796350,32,2,2,6,Surprise,1701346796350.png,Surprise,0.6963,Surprise,Surprise,Surprise,1,1,1,3,1
1701346798129-1-32-2-3-2,validation,1701346798129,32,2,3,2,Fear,1701346798129.png,Fear,0.353,Fear,Neutral,Fear,1,0,1,2,1
1701346801987-1-32-2-4-1,validation,1701346801987,32,2,4,1,Disgust,1701346801987.png,Disgust,0.776,Fear,Disgust,Disgust,0,1,1,2,1
1701346806591-1-32-2-6-2,validation,1701346806591,32,2,6,2,Fear,1701346806591.png,Fear,0.0785,Fear,Fear,Fear,1,1,1,3,1
1701346809545-1-32-2-7-4,validation,1701346809545,32,2,7,4,Neutral,1701346809545.png,Neutral,0.466,Neutral,Neutral,Neutral,1,1,1,3,1
1701346912976-1-32-3-0-4,validation,1701346912976,32,3,0,4,Neutral,1701346912976.png,Neutral,0.4887,Neutral,Neutral,Neutral,1,1,1,3,1
1701346914839-1-32-3-1-1,validation,1701346914839,32,3,1,1,Disgust,1701346914839.png,Disgust,0.5861,Disgust,Disgust,Neutral,1,1,0,2,1
1701346917938-1-32-3-2-0,validation,1701346917938,32,3,2,0,Anger,1701346917938.png,Anger,0.2336,Anger,Anger,Anger,1,1,1,3,1
1701346920040-1-32-3-3-6,validation,1701346920040,32,3,3,6,Surprise,1701346920040.png,Surprise,0.4033,Surprise,Fear,Surprise,1,0,1,2,1
1701346921333-1-32-3-4-3,validation,1701346921333,32,3,4,3,Happiness,1701346921333.png,Happiness,0.8991,Happiness,Happiness,Happiness,1,1,1,3,1
1701346925471-1-32-3-6-5,validation,1701346925471,32,3,6,5,Sadness,1701346925471.png,Sadness,0.4469,Sadness,Sadness,Sadness,1,1,1,3,1
1701346935701-1-32-3-11-3,validation,1701346935701,32,3,11,3,Happiness,1701346935701.png,Happiness,0.671,Happiness,Happiness,Happiness,1,1,1,3,1
1701346937046-1-32-3-12-4,validation,1701346937046,32,3,12,4,Neutral,1701346937046.png,Neutral,0.4862,Neutral,Neutral,Neutral,1,1,1,3,1
1701346939832-1-32-3-13-6,validation,1701346939832,32,3,13,6,Surprise,1701346939832.png,Surprise,0.4822,Surprise,Fear,Surprise,1,0,1,2,1
1701346942109-1-32-3-14-4,validation,1701346942109,32,3,14,4,Neutral,1701346942109.png,Neutral,0.4036,Neutral,Neutral,Neutral,1,1,1,3,1
1701346943068-1-32-3-15-5,validation,1701346943068,32,3,15,5,Sadness,1701346943068.png,Sadness,0.4553,Sadness,Sadness,Sadness,1,1,1,3,1
1701346951922-1-32-3-19-6,validation,1701346951922,32,3,19,6,Surprise,1701346951922.png,Surprise,0.5826,Surprise,Fear,Surprise,1,0,1,2,1
1701347163980-1-32-4-2-4,validation,1701347163980,32,4,2,4,Neutral,1701347163980.png,Neutral,0.5426,Neutral,Neutral,Neutral,1,1,1,3,1
1701347165606-1-32-4-3-6,validation,1701347165606,32,4,3,6,Surprise,1701347165606.png,Surprise,0.2705,Surprise,Surprise,Surprise,1,1,1,3,1
1701347167138-1-32-4-4-4,validation,1701347167138,32,4,4,4,Neutral,1701347167138.png,Neutral,0.5276,Neutral,Neutral,Neutral,1,1,1,3,1
1701347169085-1-32-4-5-4,validation,1701347169085,32,4,5,4,Neutral,1701347169085.png,Neutral,0.487,Neutral,Neutral,Neutral,1,1,1,3,1
1701347170578-1-32-4-6-3,validation,1701347170578,32,4,6,3,Happiness,1701347170578.png,Happiness,0.6927,Happiness,Happiness,Happiness,1,1,1,3,1
1701347173070-1-32-4-7-0,validation,1701347173070,32,4,7,0,Anger,1701347173070.png,Anger,0.177,Anger,Anger,Anger,1,1,1,3,1
1701347174326-1-32-4-8-5,validation,1701347174326,32,4,8,5,Sadness,1701347174326.png,Sadness,0.4042,Sadness,Sadness,Sadness,1,1,1,3,1
1701347175965-1-32-4-9-2,validation,1701347175965,32,4,9,2,Fear,1701347175965.png,Fear,0.0832,Fear,Fear,Fear,1,1,1,3,1
1701347178333-1-32-4-10-0,validation,1701347178333,32,4,10,0,Anger,1701347178333.png,Anger,0.2513,Anger,Anger,Anger,1,1,1,3,1
1701347181669-1-32-4-12-1,validation,1701347181669,32,4,12,1,Disgust,1701347181669.png,Disgust,0.8711,Disgust,Disgust,Disgust,1,1,1,3,1
1701347183087-1-32-4-13-3,validation,1701347183087,32,4,13,3,Happiness,1701347183087.png,Happiness,0.8903,Happiness,Fear,Happiness,1,0,1,2,1
1701347185192-1-32-4-14-0,validation,1701347185192,32,4,14,0,Anger,1701347185192.png,Anger,0.2871,Anger,Anger,Anger,1,1,1,3,1
1701347188648-1-32-4-16-2,validation,1701347188648,32,4,16,2,Fear,1701347188648.png,Fear,0.0698,Fear,Fear,Fear,1,1,1,3,1
1701347204509-1-32-4-25-2,validation,1701347204509,32,4,25,2,Fear,1701347204509.png,Fear,0.035,Fear,Fear,Happiness,1,1,0,2,1
1701350205989-0-33-1-2-3,train,1701350205989,33,1,2,3,Happiness,1701350205989.png,Happiness,0.9769,Happiness,Happiness,Happiness,1,1,1,3,1
1701350207668-0-33-1-3-0,train,1701350207668,33,1,3,0,Anger,1701350207668.png,Anger,0.2984,Anger,Anger,Anger,1,1,1,3,1
1701350212460-0-33-1-5-5,train,1701350212460,33,1,5,5,Sadness,1701350212460.png,Sadness,0.8259,Sadness,Sadness,Sadness,1,1,1,3,1
1701350215835-0-33-1-6-3,train,1701350215835,33,1,6,3,Happiness,1701350215835.png,Happiness,0.9854,Happiness,Happiness,Happiness,1,1,1,3,1
1701350220726-0-33-1-8-3,train,1701350220726,33,1,8,3,Happiness,1701350220726.png,Happiness,0.9783,Happiness,Happiness,Happiness,1,1,1,3,1
1701350285686-0-33-2-0-4,train,1701350285686,33,2,0,4,Neutral,1701350285686.png,Neutral,0.4428,Neutral,Sadness,Neutral,1,0,1,2,1
1701350292769-0-33-2-3-2,train,1701350292769,33,2,3,2,Fear,1701350292769.png,Fear,0.2308,Fear,Fear,Fear,1,1,1,3,1
1701350296214-0-33-2-4-1,train,1701350296214,33,2,4,1,Disgust,1701350296214.png,Disgust,0.9436,Disgust,Anger,Disgust,1,0,1,2,1
1701350297604-0-33-2-5-1,train,1701350297604,33,2,5,1,Disgust,1701350297604.png,Disgust,0.9338,Disgust,Anger,Disgust,1,0,1,2,1
1701350300445-0-33-2-6-2,train,1701350300445,33,2,6,2,Fear,1701350300445.png,Fear,0.1986,Fear,Fear,Fear,1,1,1,3,1
1701350303183-0-33-2-7-4,train,1701350303183,33,2,7,4,Neutral,1701350303183.png,Neutral,0.4902,Neutral,Neutral,Neutral,1,1,1,3,1
1701350306168-0-33-2-8-6,train,1701350306168,33,2,8,6,Surprise,1701350306168.png,Surprise,0.8187,Surprise,Surprise,Surprise,1,1,1,3,1
1701350308434-0-33-2-9-6,train,1701350308434,33,2,9,6,Surprise,1701350308434.png,Surprise,0.9087,Surprise,Surprise,Surprise,1,1,1,3,1
1701350310248-0-33-2-10-2,train,1701350310248,33,2,10,2,Fear,1701350310248.png,Fear,0.113,Fear,Fear,Disgust,1,1,0,2,1
1701350313016-0-33-2-11-4,train,1701350313016,33,2,11,4,Neutral,1701350313016.png,Neutral,0.4824,Neutral,Neutral,Neutral,1,1,1,3,1
1701350406170-0-33-3-0-4,train,1701350406170,33,3,0,4,Neutral,1701350406170.png,Neutral,0.5206,Neutral,Neutral,Neutral,1,1,1,3,1
1701350408668-0-33-3-1-1,train,1701350408668,33,3,1,1,Disgust,1701350408668.png,Disgust,0.91,Disgust,Anger,Disgust,1,0,1,2,1
1701350412742-0-33-3-3-6,train,1701350412742,33,3,3,6,Surprise,1701350412742.png,Surprise,0.7788,Surprise,Surprise,Surprise,1,1,1,3,1
1701350414565-0-33-3-4-3,train,1701350414565,33,3,4,3,Happiness,1701350414565.png,Happiness,0.9855,Happiness,Happiness,Happiness,1,1,1,3,1
1701350416230-0-33-3-5-2,train,1701350416230,33,3,5,2,Fear,1701350416230.png,Fear,0.2976,Fear,Fear,Fear,1,1,1,3,1
1701350419795-0-33-3-7-5,train,1701350419795,33,3,7,5,Sadness,1701350419795.png,Sadness,0.828,Sadness,Sadness,Sadness,1,1,1,3,1
1701350424755-0-33-3-9-1,train,1701350424755,33,3,9,1,Disgust,1701350424755.png,Disgust,0.9532,Disgust,Anger,Disgust,1,0,1,2,1
1701350425522-0-33-3-10-0,train,1701350425522,33,3,10,0,Anger,1701350425522.png,Anger,0.0597,Anger,Anger,Neutral,1,1,0,2,1
1701350428721-0-33-3-11-3,train,1701350428721,33,3,11,3,Happiness,1701350428721.png,Happiness,0.7981,Happiness,Happiness,Happiness,1,1,1,3,1
1701350430828-0-33-3-12-4,train,1701350430828,33,3,12,4,Neutral,1701350430828.png,Neutral,0.4605,Neutral,Neutral,Neutral,1,1,1,3,1
1701350432525-0-33-3-13-6,train,1701350432525,33,3,13,6,Surprise,1701350432525.png,Surprise,0.9149,Surprise,Surprise,Surprise,1,1,1,3,1
1701350434496-0-33-3-14-4,train,1701350434496,33,3,14,4,Neutral,1701350434496.png,Neutral,0.4778,Neutral,Neutral,Neutral,1,1,1,3,1
1701350435888-0-33-3-15-5,train,1701350435888,33,3,15,5,Sadness,1701350435888.png,Sadness,0.7968,Sadness,Sadness,Anger,1,1,0,2,1
1701350438825-0-33-3-16-2,train,1701350438825,33,3,16,2,Fear,1701350438825.png,Fear,0.2119,Fear,Fear,Fear,1,1,1,3,1
1701350440026-0-33-3-17-3,train,1701350440026,33,3,17,3,Happiness,1701350440026.png,Happiness,0.9812,Happiness,Happiness,Happiness,1,1,1,3,1
1701350444549-0-33-3-19-6,train,1701350444549,33,3,19,6,Surprise,1701350444549.png,Surprise,0.895,Surprise,Surprise,Surprise,1,1,1,3,1
1701350445818-0-33-3-20-2,train,1701350445818,33,3,20,2,Fear,1701350445818.png,Fear,0.3307,Fear,Fear,Fear,1,1,1,3,1
1701350597285-0-33-4-0-1,train,1701350597285,33,4,0,1,Disgust,1701350597285.png,Disgust,0.9302,Disgust,Disgust,Disgust,1,1,1,3,1
1701350599016-0-33-4-1-5,train,1701350599016,33,4,1,5,Sadness,1701350599016.png,Sadness,0.7662,Sadness,Sadness,Sadness,1,1,1,3,1
1701350601003-0-33-4-2-4,train,1701350601003,33,4,2,4,Neutral,1701350601003.png,Neutral,0.4037,Neutral,Neutral,Neutral,1,1,1,3,1
1701350602230-0-33-4-3-6,train,1701350602230,33,4,3,6,Surprise,1701350602230.png,Surprise,0.8352,Surprise,Surprise,Surprise,1,1,1,3,1
1701350604028-0-33-4-4-4,train,1701350604028,33,4,4,4,Neutral,1701350604028.png,Neutral,0.4947,Neutral,Neutral,Neutral,1,1,1,3,1
1701350606249-0-33-4-5-4,train,1701350606249,33,4,5,4,Neutral,1701350606249.png,Neutral,0.4955,Neutral,Neutral,Neutral,1,1,1,3,1
1701350607639-0-33-4-6-3,train,1701350607639,33,4,6,3,Happiness,1701350607639.png,Happiness,0.7647,Happiness,Happiness,Happiness,1,1,1,3,1
1701350610834-0-33-4-8-5,train,1701350610834,33,4,8,5,Sadness,1701350610834.png,Sadness,0.8742,Sadness,Sadness,Sadness,1,1,1,3,1
1701350613292-0-33-4-9-2,train,1701350613292,33,4,9,2,Fear,1701350613292.png,Fear,0.1543,Fear,Fear,Fear,1,1,1,3,1
1701350616112-0-33-4-11-3,train,1701350616112,33,4,11,3,Happiness,1701350616112.png,Happiness,0.7716,Happiness,Happiness,Happiness,1,1,1,3,1
1701350618361-0-33-4-12-1,train,1701350618361,33,4,12,1,Disgust,1701350618361.png,Disgust,0.9524,Disgust,Disgust,Anger,1,1,0,2,1
1701350619988-0-33-4-13-3,train,1701350619988,33,4,13,3,Happiness,1701350619988.png,Happiness,0.9746,Happiness,Happiness,Happiness,1,1,1,3,1
1701350624988-0-33-4-16-2,train,1701350624988,33,4,16,2,Fear,1701350624988.png,Fear,0.0509,Surprise,Fear,Fear,0,1,1,2,1
1701350630358-0-33-4-19-6,train,1701350630358,33,4,19,6,Surprise,1701350630358.png,Surprise,0.7817,Surprise,Surprise,Surprise,1,1,1,3,1
1701350634052-0-33-4-21-6,train,1701350634052,33,4,21,6,Surprise,1701350634052.png,Surprise,0.8255,Fear,Surprise,Surprise,0,1,1,2,1
1701350635707-0-33-4-22-0,train,1701350635707,33,4,22,0,Anger,1701350635707.png,Anger,0.2321,Disgust,Anger,Anger,0,1,1,2,1
1701350637398-0-33-4-23-2,train,1701350637398,33,4,23,2,Fear,1701350637398.png,Fear,0.1915,Fear,Fear,Fear,1,1,1,3,1
1701350639091-0-33-4-24-3,train,1701350639091,33,4,24,3,Happiness,1701350639091.png,Happiness,0.9855,Happiness,Happiness,Happiness,1,1,1,3,1
1701350640984-0-33-4-25-2,train,1701350640984,33,4,25,2,Fear,1701350640984.png,Fear,0.388,Fear,Fear,Fear,1,1,1,3,1
1701350644495-0-33-4-27-6,train,1701350644495,33,4,27,6,Surprise,1701350644495.png,Surprise,0.8607,Surprise,Surprise,Surprise,1,1,1,3,1
1701357349539-0-34-1-0-0,train,1701357349539,34,1,0,0,Anger,1701357349539.png,Anger,0.1736,Anger,Anger,Anger,1,1,1,3,1
1701357352707-0-34-1-1-5,train,1701357352707,34,1,1,5,Sadness,1701357352707.png,Sadness,0.4201,Sadness,Sadness,Sadness,1,1,1,3,1
1701357355094-0-34-1-2-3,train,1701357355094,34,1,2,3,Happiness,1701357355094.png,Happiness,0.9739,Happiness,Happiness,Happiness,1,1,1,3,1
1701357362160-0-34-1-5-5,train,1701357362160,34,1,5,5,Sadness,1701357362160.png,Sadness,0.4563,Sadness,Sadness,Sadness,1,1,1,3,1
1701357364564-0-34-1-6-3,train,1701357364564,34,1,6,3,Happiness,1701357364564.png,Happiness,0.6549,Happiness,Happiness,Happiness,1,1,1,3,1
1701357366765-0-34-1-7-5,train,1701357366765,34,1,7,5,Sadness,1701357366765.png,Sadness,0.4223,Sadness,Sadness,Sadness,1,1,1,3,1
1701357370719-0-34-1-8-3,train,1701357370719,34,1,8,3,Happiness,1701357370719.png,Happiness,0.967,Happiness,Happiness,Happiness,1,1,1,3,1
1701357433464-0-34-2-0-4,train,1701357433464,34,2,0,4,Neutral,1701357433464.png,Neutral,0.5426,Neutral,Neutral,Neutral,1,1,1,3,1
1701357435954-0-34-2-1-1,train,1701357435954,34,2,1,1,Disgust,1701357435954.png,Disgust,0.8146,Disgust,Disgust,Disgust,1,1,1,3,1
1701357438550-0-34-2-2-6,train,1701357438550,34,2,2,6,Surprise,1701357438550.png,Surprise,0.8154,Surprise,Surprise,Surprise,1,1,1,3,1
1701357443474-0-34-2-4-1,train,1701357443474,34,2,4,1,Disgust,1701357443474.png,Disgust,0.9345,Fear,Disgust,Disgust,0,1,1,2,1
1701357445964-0-34-2-5-1,train,1701357445964,34,2,5,1,Disgust,1701357445964.png,Disgust,0.937,Sadness,Disgust,Disgust,0,1,1,2,1
1701357450827-0-34-2-7-4,train,1701357450827,34,2,7,4,Neutral,1701357450827.png,Neutral,0.4354,Neutral,Neutral,Sadness,1,1,0,2,1
1701357453577-0-34-2-8-6,train,1701357453577,34,2,8,6,Surprise,1701357453577.png,Surprise,0.601,Surprise,Surprise,Surprise,1,1,1,3,1
1701357456722-0-34-2-9-6,train,1701357456722,34,2,9,6,Surprise,1701357456722.png,Surprise,0.5653,Surprise,Surprise,Surprise,1,1,1,3,1
1701357461570-0-34-2-11-4,train,1701357461570,34,2,11,4,Neutral,1701357461570.png,Neutral,0.4725,Neutral,Neutral,Neutral,1,1,1,3,1
1701357563449-0-34-3-0-4,train,1701357563449,34,3,0,4,Neutral,1701357563449.png,Neutral,0.5569,Neutral,Neutral,Neutral,1,1,1,3,1
1701357565849-0-34-3-1-1,train,1701357565849,34,3,1,1,Disgust,1701357565849.png,Disgust,0.9396,Disgust,Disgust,Fear,1,1,0,2,1
1701357570289-0-34-3-3-6,train,1701357570289,34,3,3,6,Surprise,1701357570289.png,Surprise,0.6647,Surprise,Surprise,Surprise,1,1,1,3,1
1701357572514-0-34-3-4-3,train,1701357572514,34,3,4,3,Happiness,1701357572514.png,Happiness,0.9726,Happiness,Happiness,Happiness,1,1,1,3,1
1701357576054-0-34-3-6-5,train,1701357576054,34,3,6,5,Sadness,1701357576054.png,Sadness,0.3672,Sadness,Sadness,Sadness,1,1,1,3,1
1701357578950-0-34-3-7-5,train,1701357578950,34,3,7,5,Sadness,1701357578950.png,Sadness,0.393,Sadness,Sadness,Anger,1,1,0,2,1
1701357582043-0-34-3-9-1,train,1701357582043,34,3,9,1,Disgust,1701357582043.png,Disgust,0.9019,Disgust,Anger,Disgust,1,0,1,2,1
